text,label
Vaya tela con el viento. El Asturias-BCN despegó movidito 😱😱 https://t.co/rixpzTuoBM,1
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/cm2iAz9pIW",1
*Respira tranquilo https://t.co/O14paf8T9U,0
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/XTWoZi7Mz4,1
@Iberia No tenéis ni idea del stress que supone empezar el viaje sabiendo que ir has perdido todas las conexiones y… https://t.co/6Ma5ErBXdV,0
"@tipicodepetiso @Aerolineas_AR @Iberia @qatarairways Se mueve bastante, tiene cinturones?
El baño de ese avión de… https://t.co/eXGI4FCLdu",0
"Sergio Lorca CEO de ZenithOptimedia Iberia y LATAM, hablando del futuro de la publicidad",1
"@Iberia Llamada a iberia, ir a las oficinas del aeropuerto y sin ninguna solución , la única comprar otro billete m… https://t.co/Tc5vfvNYxm",0
@Iberia #HolaColombia holiii,1
"El Podcast es un formato en alza e IBERIA lo sabe. 
Aquí su ficción sonora con guión de @jangelesteban y… https://t.co/tVu633LoME",1
Tal día como hoy de 1987 partían desde @MADRID en vuelo de @Iberia los responsables de la instalación de lo que ser… https://t.co/HyphnAAB53,1
Trabajar en #Ryanair como #TMA: https://t.co/ruUArBe1tO #empleo,1
Ryanair sí que sabe usar el papel con publicidad creativa  https://t.co/PrlBXJcA2G,1
Hasta cuando las aerolíneas van a hacer lo q les da la gana con los usuarios ??? https://t.co/x6zFGxP45J,0
"@vueling Eso ya lo vi, en el chek-in me da 3 opciones:
Vueling Club
Aer Club
Avios Travel Reward Programme
puedo an… https://t.co/sVkojGjl9x",1
@GerXimenaMc @marianorecalde Lo bien y bueno?la fortuna q le tuvieron q pagar a iberia gracias a kicilof q se fue a… https://t.co/TgTNem9qdd,0
Terrible el servicio al cliente de @Iberia No solo me cambian el horario del vuelo sino que su solución al problema es 9 horas de escala!,0
"Los sindicatos europeos instan a Ryanair a ""jugar limpio"" con los trabajadores https://t.co/0KI9iRUn4Q",1
"@Iberia Continúo sin maletas,una está en Zurich desde ayer a las 22:38,nadie se molesta en entregarla,la otra me la… https://t.co/dQZ5EAKtE0",0
El personal de tierra de Ryanair en España convoca huelga el próximo día 30 de diciembre https://t.co/eoRj4BCxY1,1
@Iberia @luisangelmate Dáis puto asco @Iberia con las ostias que metéis 😡😡,0
@Iberia Entoces dais prioridad a los que llegan los ultimos? Se cumple entonces lo de que los ultimos seran los primeros?,0
"Las mejores ofertas de empleo IT de España: Endesa, Mercadona y Ryanair https://t.co/XQ9SSf8elj https://t.co/GACi2LtAiS",0
@Iberia es q salen precios diferentes a los q publican. Con cuanto tiempo de anticipación debería gestionar la compra? P hacerlo e 1 oficina,1
Iberia aumentará sus vuelos semanales de la ruta Buenos Aires-Madrid en 2018 https://t.co/pfQQ95bOAu #NoTextAndDrive https://t.co/yu3ukqZmNK,1
"@AndrsCollado @Iberia Empiezan a joderos, aguantad un poco. Iberia recibe órdenes. ASCO de gente.",0
@Iberia @Iberia cambio de asiento gratis para pasajeros priority ya!!!,0
"@Iberia ¿De que vale sentirlo? Lo único que os importa es el dinero putos ruines, asique es facil joderos ahi, ni m… https://t.co/LD5LQE7qJK",0
Iberia Express rebaja a cinco euros 5.000 billetes para viajar hasta final de mayo https://t.co/SUcvJhTWSm,0
"Descubre Shanghai, Vuelo Directo con Iberia, 5 días desde 963€ Tax Includ https://t.co/udoBXEe6ro",1
Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/LoGKf4bWeG https://t.co/tUj3dROh2D,0
@Iberia Lo normal es devolver el dinero por un servicio no recibido. En este caso el WIFI de vuestros vuelos simple… https://t.co/knQybWxkio,0
"@Iberia Sí, realmente es una sugerencia que podría aplicarse a cualquier compañía; las personas son lentas colocand… https://t.co/KVHmlIVQSd",0
@ivan_cortina @cronoescalada @Iberia Gente que conozco cuando tiene que coger un avión para dar un concierto fuera… https://t.co/SCr5FcdE8M,1
@ElFinanciero_Mx Tripulación del vuelo por @Iberia 6409 de #MAD a #MEX atrapados en el aeropuerto de Querétaro por… https://t.co/1VPwrOd9zy,0
Me acaba de llegar una oferta para trabajar en ryanair https://t.co/DyJVbFfcfO,1
"@CDF_cl @depvaldivia Por fin hablan de mi Valdivia , ya era hora todos preocupados de Iberia como se nota el chaque… https://t.co/oYNWLzrplh",0
El peso de la Geopolitica sobre la Peninsula Iberia tiene su expresion en este principio (modulado segun epocas):el… https://t.co/J3ztzLOrGW,1
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/qpjbGPTlUm",1
Ryanair conectará Valencia con Bristol y Alicante con Pardubice a partir de marzo de 2018  https://t.co/QHoSNfL4bC,1
Un piloto de Iberia triunfa por lo que dijo al llegar a Vigo https://t.co/YbcFI3mdsn,1
"@elena_rms @Iberia Si va sin equipaje joder, un poco de humanidad. No es fallo de x trabajo. Es de falta de empatía.",1
@Iberia y AirNostrum firman con #Cantabria aumentar la frecuencia y los horarios #Santander - #Madrid y retomar el… https://t.co/rLFMpqfuas,1
Gracias a los patrocinadores por hacer posible #PremiosCEPYME17 y recoger este premio. cepyme_ | bancosantander | E… https://t.co/eRh2Kjmp83,1
Sin cena de Navidad y sin regalos para nadie. Gracias @Iberia  por arruinar mi Navidad. #NoNavidad #IberiaArruinandoMiNavidad,0
"@Iberia Necesito que mis equipaje llegue al aeropuerto de mi ciudad lo antes posible, me acaban de comunicar que lo… https://t.co/0qSEgM2TJW",0
Ya sabía yo que en banking la librea de @Disney @DisneyGeeks_es le queda bonita @Iberia @spottersbcnprat… https://t.co/cJW1VlFIAX,1
@Samuu_8 Iberia mejor.,1
@MiedoAlAvion @LATAM_ARG @Aerolineas_AR @Alitalia @VoeGOLoficial @AmericanAir @united @AirCanada @LufthansaLatina… https://t.co/99IcjAWwaH,0
@JhonatanRVal Hemos validado y como solo recorriste una parte de tu ruta con nosotros y tu último trayecto fue oper… https://t.co/jTiWsuxVvA,0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/grJY3ud23d",1
@Iberia SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MAL COBRADO TARDA… https://t.co/iwCSVhOt3G,0
"@Iberia Si. Me he comunicado, han sido muy desagradables,echándole la culpa a British Airways,poniendo la escusa de… https://t.co/GppiStyLDa",0
@arjonillera1981 El otro día viaje en Ryanair y ya es efectivo! 🧐 todo con lupa!,1
Qué majos lxs CM's de @Iberia,0
Ryanair reconocerá a los sindicatos en un cambio histórico para parar la huelga - https://t.co/LEpYoox6tL,1
Haz el equipaje que vas a viajar pronto. https://t.co/XRAqBKutT3,1
@tomas_marino @jesusalfar El equipaje de mano. Pero tranquilo que Ryanair ha dado con la solución: cobrar por llevar equipaje EN cabina.,0
Nuevo impulso al Aeropuerto de Vitoria-Gasteiz Ryanair estrena su nueva ruta a Colonia. El martes por la noche se estrena también el enlace…,0
"Hola @Iberia ! Me faltan avios por recibir de mis últimos viajes, +100 por cambio de pin podéis ayudarme? Gracias!!",1
Cuando sales de un avión de Ryanair. https://t.co/X0FQ0czbut,1
@Ansamor Como intenten venderme lotería en Iberia Express les meto!,0
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/hI1Qc3XuWN",0
"Recordamos el despotrique contra Iberia en su día, posiblemente porque era y es española.
Hoy en día es de las comp… https://t.co/Loj36spydS",1
@Iberia @Iberia ya paso el tiempo de análisis de la reclamación que realice por la indemnización por un overbooked… https://t.co/Dn14KzmdKI,0
cual es la diferencia entre iberia e iberia express? xq hoy hay black friday...,1
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/8fvyBAn6q3",0
"Desempeño débil de la ruta? Siendo una de las aerolíneas con mejor precio de pasajes? Claro, por eso a Iberia y otr… https://t.co/ws3O0mPNsn",1
Hola @Iberia necesito ayuda - no me deja agregar mi reserva a mi cuenta de IBERIA PLUS. Lo puedo ver en mi App pero no en la pagina web,0
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/ruvWCH33Lx",1
@SupermanlopezN @Iberia @giroditalia no vuelva a viajar en esa aerolinea superman,0
@MargotAB @ibeca73 @Iberia Hay algún caso como el tuyo yo en Nov 67 en la barriga FRA-MAD en Feb 68 MAD-FRA gracias… https://t.co/4Il4BOpSLN,1
"@Beasimo @controladores @informativost5 Cada vez que miro vuelos, prefiero uno más caro que volar con Ryanair! Mi v… https://t.co/cMNQKoTMGQ",0
@joanmaspuig @controladores @Meteodemallorca Yo estaba en el vuelo IBZ-PMI de Iberia 8125. Ha habido momentos de te… https://t.co/3m1DQuCfDN,1
"Ganas de probar #Iberia en vuelos intercontinentales, mientras tanto he decir que #Qatar Airways es, con diferencia… https://t.co/2cjRmJL24g",1
"@Iberia atención al cliente= operador@s de telefonía de hace hace 5 años. Ni ella se entera, ni tú resuelves tú problema",0
@Iberia Atrasados,0
Los pilotos ganan: Ryanair acepta que existe la representación laboral https://t.co/MLU4WAomIl https://t.co/hZhe433NjG,0
📷 nomellamesfriki: Cuando te ofertan el billete a 18€ de Ryanair https://t.co/r3nZtlL4cO,1
Una parte de los pilotos de Ryanair convoca una huelga para el 20 de diciembre  @lavanguardia https://t.co/pnwoQ3Gjwj,0
"14-12-1927: en España, la compañía Iberia realiza su primer vuelo comercial, que parte del aeródromo de Carabanchel con destino a Barcelona.",1
@Iberia @essential2016 SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MA… https://t.co/J4XDyKs8Qt,0
#HolaEuropa @Iberia Me voy a París weeee https://t.co/1LQk8GiDlh,1
En @iberia un miembro de la tripulacion te manda cambiar de asiento mintiendo para que su hermana pueda ir sola en… https://t.co/OQO3xWe6tc,0
"_cachondeo en @Iberia, hay retrasos, nos encierran en una jardinera 30 min, volvemos a la terminal, nos encierran e… https://t.co/iYV5XJZoVA",0
Fantastica ironia https://t.co/emwKS9qrSb,1
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/ZTOU8eWLpz,1
"En 2018, Iberia tendrá más vuelos y clase Turista Premium https://t.co/f5TVvOKoeB https://t.co/H8s9IxSBkU",1
"Una oferta estupenda; eso sí, aquí en noviembre hace frío, y anochece anochece las cuatro... ;-) https://t.co/14SHC20Agl",1
"@Iberia @iberiaexpress @Iberia @iberiaexpress ja, ja, ja. Por favor no ofendan mi inteligencia. Lo he intentado en… https://t.co/M62xBlViBJ",0
@mad_c2 @Iberia Iba para Madrid en el #IB3879 pero veíamos desde la terminal como el anterior no conseguía quedarse en tierra,1
Tuve la oportunidad de viajar en @Iberia y fue excelente. Cabina premium bussines fue la mejor  experiencia https://t.co/juiI8pwFNO,1
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor preci… https://t.co/5VkhdYla7T",1
"@malaguitis A una amiga Le acaban de anular el viaje con easyjet, esperemos que Ryanair se comporten, es que desde… https://t.co/3IOu4KCqBz",0
Casi una hora esperando hacinados en un miniautobús al sol en la pista de aterrizaje. Gracias #Ryanair,0
Iberia y Renfe arrancan el año con rebajas del 70% y billetes a 25 euros https://t.co/T0hBiMXSPn,1
Picos #airplane #picosdeeuropa #iberia #fly #asturias #mountains #snow #blackandwhite… https://t.co/qtAp8HJqJq,1
"@JaviTjader En skyscanner normalmente sale ryanair como primera opción jajajajaja. Marruecos, Francia e Italia desd… https://t.co/Z6JHXVdM58",1
@Iberia los únicos con puto retraso. Gracias. https://t.co/D1MFqZVlFm,1
RT: unionradionet :Pilotos irlandeses de Ryanair desconvocan huelga para el 20 de diciembre https://t.co/28mMlwfsfG https://t.co/VY5P5gfYng,1
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/36EGYEH0wQ",1
@Iberia #HolaColombia el mejor momento es cuando desde el avión ves sus paisajes!!,1
"#AyTalento #lasubcontrata #AiTalento Ryanair y Vueling, las compañías con más vuelos retrasados en los aeropuertos… https://t.co/gs8NKQbnJs",0
"@OmarJayyan Después del cierre de Spanair, están mirando si tumban también esta aerolínea con centro de operaciones… https://t.co/dq5hrpIvZE",0
"@Iberia hola, vuestra web de reclamaciones esta de vacaciones? 2 horas y 6 reintentos para poder mandaros la reclam… https://t.co/wSMAXdecFm",0
@Adolfalagolfa Muy de Iberia,0
"Selección de 100 Tripulantes de cabina, en Sevilla, Málaga, Granada... para la compañía Ryanair https://t.co/XA52LHXYjD",1
@jmoranmoya De first class en Iberia quizá,1
La nueva política de equipajes de Ryanair entrará en vigor el próximo 15 de enero https://t.co/HYFb4iLR4r vía @abc_es,0
"@Iberia Acabo de realizar un pago por un vuelo, me llega la confirmación del pago de mi tarjeta pero en su sistema… https://t.co/iryzrmtcJf",1
@Iberia Hola q tal? Tengo un reclamo de maletas que se quedaron en Madrid ayer y no me dan respuesta. Estoy en Panamá.,0
"@Iberia Efectivamente. Es comprensible, lo que no entiendo es por qué el servicio al cliente no es amable, educado… https://t.co/SHfPVwOEWX",0
RECUERDAN QUE VIASA FUE VENDIDA A PRECIOS DE GALLINA FLACA A IBERIA Y QUE LUEGO TENIAN QUE DEVOLVERLA Y LA DESTRUYE… https://t.co/DMQrM3zOWN,0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/YLUNQNSDDj",1
"@Iberia buenos dias! Hay un retraso del.vuelo 4O 2107 de @interjet , el cual es operado por ustedes. Se supone que… https://t.co/Nxxqmvm7tR",0
@SucoCR21 @Ryanair Dicen que los aviones son como una 24 pero con alas 😂😂😂😂,1
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/bf8bqtTpRp,1
La Torera #spain #españa #iberia #europa #europe #oviedoasturias #oviedo #asturias #arte #art… https://t.co/kvJuSqsDf7,1
".@Iberia me recuerda en un mail, que pronto volvemos a surcar los cielos juntos. 😍✈",1
@Iberia @SamsungEspana Y por qué los de ese vuelo y no otros?,0
"@VITairport @Boeing @Ryanair @Ryanair_ES Acabo de volar sevilla-vitoria, avion lleno y muy agusto, en cambio, me di… https://t.co/CfhwCqBmqV",0
@melissa_hdztre Los trenes te pueden salir casi igual que los aviones (ryanair easyjet) y https://t.co/zYOQ8tnNVr y https://t.co/bFVuAS6i3G,1
@Ryanair Alicante #travelthursday,1
@IberiaPromos @Iberia Y de Buenos Aires a Düsseldorf? Nunca encuentro nada 😣😣,0
"Iberia, Air Europe y Condor eliminaron los vuelos directos Europa / San Juan? @AeropuertoSJU",1
"Estoy haciendo a Ryanair más rica que Inditex y Amazon juntas
🙃🙃🙃 https://t.co/kzR0QpzklI",1
A buscar frío!!! #palnorte #muchneeded #iberia #desuranorte #breveescala #terminal4 #airports… https://t.co/3P56gTdFJM,1
@flyezequiel @controladores @Iberia Mira! Ejemplos de servicio horrible: El avion despegó y jamás pasaron a ver si… https://t.co/crec3IdTqE,0
Frenazo de Ryanair en España: el gigante ‘low cost’ crece la mitad por las cancelaciones masivas | @scoopit https://t.co/wHtO3BPUvH,0
"Los empleados de Iberia en El Prat, llamados a la huelga en Navidad https://t.co/dUInDz7Jfw https://t.co/eOgKYdp2w2",1
@jaimeeee @Ryanair @Fly_Norwegian Hasta ahora Ryanair ha tenido más horarios y más baratos,1
UNO DE LOS NUEVOS AVIONES DE IBERIA: EL FELIPE VI https://t.co/H9UbGxDGnc,1
"@Iberia Obligación de dejar la maleta en la puerta del avión a los primeros, cuando después subió gente con 3 y 4 b… https://t.co/Ad6l78eJOv",0
"Ya no me acordaba lo que era volar con @iberia , 2 horas de retraso, pésimo servicio y atención",0
@iarcones @Iberia Surrealista?? Mas bien Prehistórico... animo y si necesitas ropa y estas por Madrid..ya sabes!,0
"@Iberia Será una una nueva Iberia, pero sigue teniendo a las mismas azafatas viejas malhumoradas y maleducadas de siempre!",0
"@novedadesaereas @Iberia @aena @AParayas @controladores Llevan muchísimo sin usarse, ¿eh? Yo creo que les saldría m… https://t.co/2XxkOfQfTz",0
Ryanair ofrece reunirse con pilotos irlandeses antes de huelga https://t.co/ig3IEZjYpi,1
"@Iberia Enhorabuena por el vuelo de hoy MAD-LHR IB3176 todo perfecto, embarque, puntualidad y servicio a bordo!",1
Norwegian reta a Iberia con vuelos a EEUU desde Madrid https://t.co/jvdcyTt0NC,1
Vuela a Madrid desde Caracas com IBERIA ida y vuelta tarifa desde 30.000 Bs F contacto Lic. Dennis Martínez 0412258… https://t.co/kpuR43owsi,1
@Iberia @vueling Otra vez lo mismo @Iberia ... Me lo podríais solucionar por favor?,0
"El vuelo FR5202 salía a las 10:35, ni hemos embarcado! incómodo, maletas en bodega.“Lo barato sale caro”. @Ryanair,… https://t.co/jjmuvRlofw",0
@Iberia estoy buscando algún vuelo barato hacia Barcelona para mediados del año 2018,1
"@Iberia Disculpad. No entiendo. En ""mi caso"", @Iberia no se ha puesto todavía en contacto para ofrecerme ninguna compensación. Gracias.",0
Volando con @Iberia años después y... vuelo retrasado una hora y CERO noticias por la parte de @Iberia. El vuelo si… https://t.co/ZqyTyz7BBr,0
Iberia celebra su 90 aniversario: casi un siglo volando con los españoles https://t.co/ABMOYka8R1… https://t.co/gERrOrmxWj,1
Disponibilidad aérea Internacional en los siguientes destinos:(tarifas sujetas a cambio sin previo aviso contacto L… https://t.co/UMQXitYxpm,1
las canciones de ryanair se ponen cada vez más turbias,1
Y ya van algunos volando con vosotros... Felicidades! https://t.co/kqTHMQilxM,1
@Iberia saliendo del @AeropuertoUIO @JuankVillagomez @n_larenas @avgeekofficial @AviacionGYE @Diogo_NMS @iccparla… https://t.co/tiaSw0hfXe,1
hola @Iberia compré pasajes a través de tu web y use la opción de cuotas. veo el estado de cuenta de este mes y veo… https://t.co/UYrzRRAE7J,0
@Iberia ¡Gracias por responder! Un detallito en forma de galletas o algo habría estado muy bien... ¡Qué hambre! ¡Habría sido justo!,1
@Iberia @WavesANDWind Decidme por favor que tenéis ese avión bajo custodia en algún lugar... 😞,0
"Vuelos a 5€. En vez de ir a cenar al McDonalds nos vamos a Alemania, total... 🤷🏻‍♂️ https://t.co/EVbVER6piR",1
Cuando tienes puntos de @Iberia y el billete te sale un 50% más barato!! https://t.co/scRccDLmbz,1
La sonrisa del personal de #vueling hace que tu viaje sea maravilloso. Nada que ver con #Ryanair. Serán las políticas de empresa.,1
Portada - No sólo sus pilotos y sus tripulantes de cabina están plantando cara a la aerolínea de bajo coste irlande… https://t.co/bHLbwr20Kt,0
Hace 90 años Iberia unió Madrid y Barcelona por 163 pesetas. ¿Cuánto costaría hoy ese billete?… https://t.co/FcDwR5kaiF,1
VIDEO: Reconstruyen el trágico accidente de Spanair ocurrido en Madrid en 2008 https://t.co/BlW9OnPRsq https://t.co/guejZUS6yx,0
"@Iberia Hola, estoy intentando transferir avios pero siempre me sale la pantalla de error. En teoría, después de la… https://t.co/idjttoG06E",0
RT: unionradionet :Ryanair reconocerá a los sindicatos de pilotos para evitar huelgas https://t.co/cRgafos3Ax https://t.co/ybDFpla5Sp,1
Pilotos amenazan con nuevas protestas en contra de Ryanair en Europa: https://t.co/xpbuJowysJ #NoticiasEc,0
Iberia y Air Europa lanzan sus rebajas con vuelos a Europa https://t.co/S1ejFhkgvm @IberiaPromos @AirEuropa https://t.co/2Swm0ZrFJh,1
Ada Colau está mirando en Ryanair billetes para Bélgica por si acaso. Cógelos antes de que se queden sin pilotos!!!!,0
@be_vila @fildepua @controladores @fomentogob Aunque sea cobrando más por ello??... Y lo dice usted sin despeinarse… https://t.co/jVSzL7TzoF,0
"Creo que @Iberia debe actualizar su manual de excusas porque ésta está ya muy manida. ¡Invéntense otra cosa, que me… https://t.co/i3DbdnQxN9",0
"Ryanair se planta ante sus pilotos, que irán a la huelga https://t.co/sqchQlOvXw vía @elmundoes",0
@Iberia @iberia gracias por la respuesta. No he obtenido la misma a mi reclamación formulada. Perdimos el vuelo gra… https://t.co/sfXYmRHxmb,0
Ryanair cede ante sus pilotos y reconocerá a los sindicatos https://t.co/BKGDoxv5uf vía @elmundoes,1
Me obligan a bajar mi maleta a bodega y todo este espacio en el avion de @Iberia vacio https://t.co/jxg98eCOIZ,0
Cansada nivel: capaz de echarme una siesta en el avión de Ryanair.,1
#DeportesUHN En  vuelo de iberia procedente de Madrid (España) llegó la bicicleta del pedalista boyacense… https://t.co/4hhtw1LLfe,0
"Tiene un buen perfil de atención al cliente, las 24 horas @Iberia  #CyACartuja",1
@Iberia ¡Eso! Tomo nota para llevar varios bultos de equipaje de mano la próxima vez y asegurarme que entro de los… https://t.co/WycbDirVOm,0
"#NotasDeImpacto Pasajero de la aerolínea Ryanair ""se harta de esperar"" y se baja por el ala de un avión en Malga, E… https://t.co/LuzXaSPJgI",0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/aG7VLGNvLT",1
"@aspiratas @flightright En cuanto les he pasado el mail de que Ryanair me decía que no me daban nada, les ha faltad… https://t.co/V54eaXsfFp",0
Iberia aumentará 40% su oferta entre Bogotá y Madrid https://t.co/Zi7qbn8DiX @Iberia,1
"Increíble el servicio de @iberia en el aeropuerto de Ezeiza. 72h si  saber nada de mi maleta.
LADRONES!!!! Y hora que!?????",0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/3w3Ia9yJac",1
"@aaruiz07 Que Iberia había aumentado sus vuelos todos los años? 😂🙈Wow, hablando de insuficiencia, permítame subsana… https://t.co/2KPltMSAA0",0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/IoIgV3dMmS",1
@Iberia En Serviberia se han reído de mí y por lo q veo ustedes tampoco resuelven nada! No es justo elegir comprar… https://t.co/I0ar2JTe9a,0
@numeritosss @Iberia Un desastre.,0
@ivan_cortina @Iberia Lamentable @Iberia horrible,1
@DGTes Os imagináis a un piloto de Iberia al que hubiera que darle consejos de cómo aterrizar con niebla justo en u… https://t.co/5Wyb0MkAbq,0
"Ryanair se planta ante sus pilotos, que irán a la huelga https://t.co/NrAuUvn1cu vía @elmundoes",0
"@Iberia Lo que me impresiona es que en 2017 me pidáis que imprima un pdf (!!), lo rellene a mano (!), os lo envíe e… https://t.co/W3Kxuf57st",0
@Iberia cumple 90 años https://t.co/bSSb97E0nH,1
Un pasajero de un vuelo de Ryanair desembarca por un ala del avión. Tampoco es tan raro... ellos te hacen correr po… https://t.co/pLJYUNH9hz,0
"@Iberia 🤔 curioso,  vuelo en verano e invierno..... y da igual! Jamás he pagado 150€",1
"Estos días haciendo compras y viajes con @AirEuropa @Fly_Norwegian @SAS y ningún problema, hasta que me tocó con uds @Iberia",1
"Historia viva.

Tras 9 años, Barajas vuelve a ver el vuelo de un McDonnell Douglas con los colores de Iberia.… https://t.co/8asKaQIXbQ",1
"@LosMorancos Afortunadamente los que no ""estamos en el taco"" podemos viajar en avión gracias a RYANAIR. No todos po… https://t.co/mt7LUGZLBL",1
@Ryanair Cuneo,1
@mjberrocal @Grupo_Envera_ @Iberia @LopezyValiente @sovimon74 @AngieGuillenMua @LupeMateo @m_ontoba @iosu_blanco… https://t.co/oNnJ8O7iYJ,1
@Iberia Hola! Una pregunta. Tieniendo NIE de dos años residiendo en Mallorca para viajar a MAD Se aplica el descuento de residente? Gracias.,1
@Iberia ¡Hola! ¿Queda alguna plaza a 5€? ¿Podrías decirme a dónde y qué fechas? Gracias.,1
@AvionRevueInt @Iberia Ahhh..no lo sabía,1
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/OGgz4DkD7m",0
Me ha parecido interesante: Cláusulas de ley aplicable en condiciones generales de la contratación: a propósito del… https://t.co/GYKlTdTFsA,0
"@MalditoTuiter Me adhiero mejor a la idea del dueño de Ryanair, Michael O'Leary, quien quiere cobrarle más a los y las gordas... ¡un éxito!",0
Ryanair convoca huelga en las Navidades #Turismo https://t.co/3rQl4isBv0,0
@Iberia Pues si y no. Pq me dijeron que probablemente iban a denegar mi queja por no tener el papel del aeropuerto.… https://t.co/FQrG3O64ew,0
AVIACIÓN RYANAIR - Ryanair reconocerá a los sindicatos de pilotos para evitar huelgas https://t.co/7ug0eivnw6 https://t.co/uehzlhfP1j,1
El Seve Ballesteros podría superar en 2018 el millon de pasajeros gracias a la oferta de @Iberia y @airnostrum ➡️… https://t.co/gDeobwVzIn,1
"@Iberia Y confirmais cómo os reis del cliente: HACEIS LLAMAR A UN NÚM DE PAGO PARA DECIR NO TE DEVUELVO NADA, felic… https://t.co/8S0uJxWrov",0
Oferta de #empleo #TCP: @Iberia busca auxiliares de vuelo este #diciembre en #Madrid y #Barcelona… https://t.co/VxD3mPMf9v,1
"Si aparece me gustaría verlos también, aprovechándome de la publicación jajaja https://t.co/ZA0IqpHLDN",1
Hola @Ryanair tengo una reserva pagada pero no recibí el correo electrónico (si el SMS). Entrando con mi correo dic… https://t.co/s3vwsqg9Vw,1
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/oDNxbN8GKZ,1
@basquespotting @VITairport @Ryanair @AeropuertosTFE @md_vit @Idelevt @AeroZAZ @OnBoardHD @oscarmartinezco… https://t.co/p08WpEHrr3,1
Qué bien que empecé a fumar con 13 años y me atrofié el crecimiento porque ahora voy comodísimo siempre en Ryanair.,0
@Ryanair_ES cancelan vuelo en Frankfurt y después de 17horas de cola nos dicen que subamos a un autocar y nos lleva… https://t.co/FyhJdRMzvC,0
Cuando la #aviación se convirtió en algo tan #banal como ir en #autobús? @aena @enaire @iberia @vueling #tenemosdebate,1
@Ryanair @Oporto. Me dicen que Ryanair conecta directamente a la segunda ciudad de Portugal con 80 capitales mundia… https://t.co/uly99gjvXa,0
@Iberia #HolaArgentina 🌍 quiero viajarr 😊,1
Ryanair sufre la primera huelga de pilotos de su historia  ¿Te afectará? https://t.co/9d0fLemw0c,1
@Iberia @FIONAFERRER Por qué no pagáis las indemnizaciones por cancelaciones? Aviación Civil Británica me da la raz… https://t.co/ZNxsvSDlR2,0
"@johnny21es @MrDeportivista Yo nunca viaje con Ryanair,al final lo barato sale caro",0
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/psQ6IozF9U",0
"@Iberia @SilOsitos Uno piensa que no pueden ser más inútiles, y ahí van. Pum. Se superan. Nunca con @Iberia.",0
@SupermanlopezN @Iberia @giroditalia @Iberia debe pagar la bicicleta,1
@Iberia Gracias. La disfrutaremos.,1
"Por un día Iberia, por un día... @Iberia https://t.co/wL95JHzD60",0
Efecto dominó en Ryanair: huelga en Irlanda e Italia que amenaza con expandirse https://t.co/DuM0WddmEU,0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/9gtbHcR4Kt",1
@AnaMtnezRuiz mira el nuevo modelo de los Ryanair https://t.co/7PwGa21FUo,1
"1927.  En España, la compañía Iberia realiza su primer vuelo comercial, que parte del aeródromo de Carabanchel con destino a Barcelona.",0
#90añosdeIberia en Argentina @Iberia https://t.co/69VMYo8jGC,1
